AT1G09450	Haspin	locus:2012340	GO:0072354	IDA	NCBITaxon:3702	TAIR:Publication:501742362|PMID:21527018
AT1G09450	Haspin	locus:2012340	GO:0035402	IDA	NCBITaxon:3702	TAIR:Publication:501742362|PMID:21527018
AT1G09440	AT1G09440	locus:2012325	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
AT5G37790	AT5G37790	locus:2156050	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
AT1G09570	PHYA	locus:2012300	GO:0004673	ISS	NCBITaxon:3702	TAIR:Communication:1675000
AT2G25880	AUR2	locus:2043485	GO:0035175	IDA	NCBITaxon:3702	TAIR:Publication:501720492|PMID:16028112
AT2G25880	AUR2	locus:2043485	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
AT1G68830	STN7	locus:2205465	GO:0004672	IDA	NCBITaxon:3702	TAIR:Publication:501714752|PMID:15729347
AT1G68830	STN7	locus:2205465	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
AT5G60310	LecRK-I.10	locus:2144055	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
AT5G60310	LecRK-I.10	locus:2144055	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:1674994
AT2G25760	AT2G25760	locus:2043475	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
AT5G60300	LecRK-I.9	locus:2144045	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
AT5G60300	LecRK-I.9	locus:2144045	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:1674994
AT4G37630	CYCD5;1	locus:2120081	GO:0004693	ISS	NCBITaxon:3702	TAIR:Communication:501714663
AT5G60280	LecRK-I.8	locus:2144025	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:1674994
AT3G07070	AT3G07070	locus:2098580	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
L-type lectin receptor kinase I.7	LecRK-I.7	locus:2144015	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:1674994
AT5G11410	AT5G11410	locus:2147977	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
AT4G24400	CIPK8	locus:2135962	GO:0004672	TAS	NCBITaxon:3702	TAIR:Publication:501681399|PMID:12029080
AT4G24400	CIPK8	locus:2135962	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
AT4G24400	CIPK8	locus:2135962	GO:0004674	IDA	NCBITaxon:3702	TAIR:Publication:501742526|PMID:21477822
AT5G02800	CDL1	locus:2151191	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
AT4G24480	AT4G24480	locus:2135957	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
AT4G24480	AT4G24480	locus:2135957	GO:0004712	ISS	NCBITaxon:3702	TAIR:Publication:501718348|PMID:16429265
AT3G27190	UKL2	locus:2086523	GO:0004849	IDA	NCBITaxon:3702	TAIR:Publication:501744867|PMID:21828290
AT3G27190	UKL2	locus:2086523	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
AT5G61350	CAP1	locus:2163158	GO:0004672	IDA	NCBITaxon:3702	TAIR:Publication:501759625|PMID:24769480
AT5G61350	CAP1	locus:2163158	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
AT5G61350	CAP1	locus:2163158	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:1674994
AT5G60550	GRIK2	locus:2175113	GO:0016301	IMP	NCBITaxon:3702	TAIR:Publication:501720098|PMID:17041027
AT5G60550	GRIK2	locus:2175113	GO:0004672	IDA	NCBITaxon:3702	TAIR:Publication:501736136|PMID:20164192
AT5G60550	GRIK2	locus:2175113	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
AT5G60550	GRIK2	locus:2175113	GO:0016301	IDA	NCBITaxon:3702	TAIR:Publication:501720744|PMID:17237223
AT5G60550	GRIK2	locus:2175113	GO:0016301	IDA	NCBITaxon:3702	TAIR:Publication:501730273|PMID:19339507
AT1G16130	WAKL2	locus:2200562	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:1674994
AT1G16130	WAKL2	locus:2200562	GO:0004674	IDA	NCBITaxon:3702	TAIR:Publication:501742526|PMID:21477822
AT1G16120	WAKL1	locus:2200552	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:1674994
AT4G29810	MKK2	locus:2123909	GO:0004708	ISS	NCBITaxon:3702	TAIR:Publication:1893|PMID:9878570
AT4G29810	MKK2	locus:2123909	GO:0004708	TAS	NCBITaxon:3702	TAIR:Publication:501683496|PMID:12119167
AT4G29810	MKK2	locus:2123909	GO:0016301	ISS	NCBITaxon:3702	TAIR:Communication:501714663
